seed,arm,steps,batch_size,parameters,elapsed_seconds,state_calls_per_step,predict_calls_per_step,forward_calls_per_step,total_forward_calls,measured_flops_per_step,flop_measurement_status,compute_contract,alignment_score_physical_weight,alignment_gradient_norm_mean,response_gradient_norm_mean,raw_alignment_gradient_norm_mean,raw_response_gradient_norm_mean,checkpoint_rule,execution_device,batch_plan_contract,response_macro_contract,response_all_anchor_bundles_per_step,response_active_anchor_bundles_per_step,response_null_anchor_bundles_per_step,response_mask_reuse_key,final_total_loss,final_endpoint_loss,final_endpoint_world_loss,final_endpoint_natural_loss,final_alignment_loss,final_alignment_active_loss,final_alignment_active_fixed_loss,final_alignment_active_effect_aware_loss,final_alignment_null_loss,final_response_loss,final_response_target_loss,final_response_physical_loss,final_response_active_loss,final_response_null_loss,checkpoint,checkpoint_sha256,alignment_scale,response_scale,alignment_null_tolerance,parallel_worker_count,artifact_label,dataset_sha256,config_sha256,fixture,scientific_use,source_tree_sha256,requirements_lock_sha256,runtime_provenance_sha256
20270001,endpoint,20000,128,1888836,3255.729174918495,2,2,4,80000,12380733440,TORCH_DISPATCH_COUNTER_PER_ARM,all arms reuse the identical deterministic batch plan; disabled alignment/response supervision skips its forward graph and has zero raw and weighted gradient,1.0,0.0,0.0,0.0,0.0,fixed_final_step_no_target_selection,cuda:0,identical bank/edge/direction/mask/query sequence for all arms at a seed,"independent cluster-bank anchor-edge macro samples for all-directed-edge target, active conditional, and null conditional terms; complete sibling bundles use inverse bundle-size weights",128,128,128,scene/source/position/query across target and conditional estimators,0.2387900948524475,0.2387900948524475,0.156796395778656,0.1639874130487442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,checkpoints/seed_20270001/endpoint.pt,b5dd61c1a900b10eb49654947e75414b5f7022f5d186db05ea1b1f0029a049af,0.10000000189756975,0.49074044404551387,0.0,2,csi-pairs-formal-v2.1-v6,060d8671380acaf43bd0beb2c77ac5c6ec112e4ddc083451ab36a5916b7c9cac,ce0d6de3d77ed6edde2c9eca5f7ce4ab92c262b63ce50b25113c1cffc8a3ca46,False,CANDIDATE_NOT_CLAIM,c63b699ed767134007e47157a733f68e4c31de8be4ca0c30d71ec46a08b85621,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,f03e9b40548b237a49c65fc91de8d79034f2eebff1da0442b6af685a9adf95bd
20270001,alignment,20000,128,1888836,22210.145262064412,10,10,20,400000,804747673600,TORCH_DISPATCH_COUNTER_PER_ARM,all arms reuse the identical deterministic batch plan; disabled alignment/response supervision skips its forward graph and has zero raw and weighted gradient,1.0,0.0027781663537354007,0.0,0.0002778233840974309,0.0,fixed_final_step_no_target_selection,cuda:1,identical bank/edge/direction/mask/query sequence for all arms at a seed,"independent cluster-bank anchor-edge macro samples for all-directed-edge target, active conditional, and null conditional terms; complete sibling bundles use inverse bundle-size weights",128,128,128,scene/source/position/query across target and conditional estimators,1.191628336906433,0.19156503677368164,0.1350988745689392,0.11293233186006546,0.1000063344836235,0.10000618547201157,0.10000618547201157,0.011055312119424343,1.460401080066731e-07,0.0,0.0,0.0,0.0,0.0,checkpoints/seed_20270001/alignment.pt,3bbf5cd703a1b07287022087a827c0a0c3a3337486edf6c7ac2ec1a9a14cc515,0.10000000189756975,0.49074044404551387,0.0,2,csi-pairs-formal-v2.1-v6,060d8671380acaf43bd0beb2c77ac5c6ec112e4ddc083451ab36a5916b7c9cac,ce0d6de3d77ed6edde2c9eca5f7ce4ab92c262b63ce50b25113c1cffc8a3ca46,False,CANDIDATE_NOT_CLAIM,c63b699ed767134007e47157a733f68e4c31de8be4ca0c30d71ec46a08b85621,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,f03e9b40548b237a49c65fc91de8d79034f2eebff1da0442b6af685a9adf95bd
20270001,response,20000,128,1888836,13376.434399469756,5,10,15,300000,102394947072,TORCH_DISPATCH_COUNTER_PER_ARM,all arms reuse the identical deterministic batch plan; disabled alignment/response supervision skips its forward graph and has zero raw and weighted gradient,1.0,0.0,2.6450893208384514,0.0,1.2980521582067013,fixed_final_step_no_target_selection,cuda:0,identical bank/edge/direction/mask/query sequence for all arms at a seed,"independent cluster-bank anchor-edge macro samples for all-directed-edge target, active conditional, and null conditional terms; complete sibling bundles use inverse bundle-size weights",128,128,128,scene/source/position/query across target and conditional estimators,0.514346718788147,0.16685369610786438,0.11159595847129822,0.11051547527313232,0.0,0.0,0.0,0.0,0.0,0.17052887380123138,0.08873546868562698,0.07058276981115341,0.011101773008704185,0.0001088656354113482,checkpoints/seed_20270001/response.pt,4c2906d0336ffb27f4179f3099b04730fb16f889f90861fdfe8a1a6abdb61f2a,0.10000000189756975,0.49074044404551387,0.0,2,csi-pairs-formal-v2.1-v6,060d8671380acaf43bd0beb2c77ac5c6ec112e4ddc083451ab36a5916b7c9cac,ce0d6de3d77ed6edde2c9eca5f7ce4ab92c262b63ce50b25113c1cffc8a3ca46,False,CANDIDATE_NOT_CLAIM,c63b699ed767134007e47157a733f68e4c31de8be4ca0c30d71ec46a08b85621,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,f03e9b40548b237a49c65fc91de8d79034f2eebff1da0442b6af685a9adf95bd
20270001,full,20000,128,1888836,29485.495923836716,13,18,31,620000,894761887232,TORCH_DISPATCH_COUNTER_PER_ARM,all arms reuse the identical deterministic batch plan; disabled alignment/response supervision skips its forward graph and has zero raw and weighted gradient,1.0,0.006643005095455123,0.39932312816381454,0.0006642986493563541,0.1959640048444271,fixed_final_step_no_target_selection,cuda:1,identical bank/edge/direction/mask/query sequence for all arms at a seed,"independent cluster-bank anchor-edge macro samples for all-directed-edge target, active conditional, and null conditional terms; complete sibling bundles use inverse bundle-size weights",128,128,128,scene/source/position/query across target and conditional estimators,1.4463483095169067,0.1734708547592163,0.1180032268166542,0.11093524098396301,0.09999401122331619,0.09999397397041321,0.09999397397041321,0.011043095961213112,3.3927879172779285e-08,0.1339414119720459,0.07895821332931519,0.043523337692022324,0.011161037720739841,0.00029880908550694585,checkpoints/seed_20270001/full.pt,055ad72dd03ab71221c29e0d540bec12ac9628ee9cd48d67c12e24788d8b57e0,0.10000000189756975,0.49074044404551387,0.0,2,csi-pairs-formal-v2.1-v6,060d8671380acaf43bd0beb2c77ac5c6ec112e4ddc083451ab36a5916b7c9cac,ce0d6de3d77ed6edde2c9eca5f7ce4ab92c262b63ce50b25113c1cffc8a3ca46,False,CANDIDATE_NOT_CLAIM,c63b699ed767134007e47157a733f68e4c31de8be4ca0c30d71ec46a08b85621,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,f03e9b40548b237a49c65fc91de8d79034f2eebff1da0442b6af685a9adf95bd
20270002,endpoint,20000,128,1888836,3553.8356901705265,2,2,4,80000,12380733440,TORCH_DISPATCH_COUNTER_PER_ARM,all arms reuse the identical deterministic batch plan; disabled alignment/response supervision skips its forward graph and has zero raw and weighted gradient,1.0,0.0,0.0,0.0,0.0,fixed_final_step_no_target_selection,cuda:0,identical bank/edge/direction/mask/query sequence for all arms at a seed,"independent cluster-bank anchor-edge macro samples for all-directed-edge target, active conditional, and null conditional terms; complete sibling bundles use inverse bundle-size weights",128,128,128,scene/source/position/query across target and conditional estimators,0.3257042169570923,0.3257042169570923,0.24696817994117737,0.15747204422950745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,checkpoints/seed_20270002/endpoint.pt,896dcb1dbc98775ef03941fc87d5ca49ec0e422a45dcba780e873052e3352ccd,0.10000000189756975,0.49074044404551387,0.0,2,csi-pairs-formal-v2.1-v6,060d8671380acaf43bd0beb2c77ac5c6ec112e4ddc083451ab36a5916b7c9cac,ce0d6de3d77ed6edde2c9eca5f7ce4ab92c262b63ce50b25113c1cffc8a3ca46,False,CANDIDATE_NOT_CLAIM,c63b699ed767134007e47157a733f68e4c31de8be4ca0c30d71ec46a08b85621,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,f03e9b40548b237a49c65fc91de8d79034f2eebff1da0442b6af685a9adf95bd
20270002,alignment,20000,128,1888836,19267.440473460592,10,10,20,400000,804747673600,TORCH_DISPATCH_COUNTER_PER_ARM,all arms reuse the identical deterministic batch plan; disabled alignment/response supervision skips its forward graph and has zero raw and weighted gradient,1.0,0.004323002811119636,0.0,0.0004322976383832611,0.0,fixed_final_step_no_target_selection,cuda:1,identical bank/edge/direction/mask/query sequence for all arms at a seed,"independent cluster-bank anchor-edge macro samples for all-directed-edge target, active conditional, and null conditional terms; complete sibling bundles use inverse bundle-size weights",128,128,128,scene/source/position/query across target and conditional estimators,1.2093626260757446,0.2093765288591385,0.12962082028388977,0.15951141715049744,0.0999986082315445,0.09999853372573853,0.09999853372573853,0.012247143313288689,7.429475346043546e-08,0.0,0.0,0.0,0.0,0.0,checkpoints/seed_20270002/alignment.pt,1386fea52c0f554c8d45c3da27e91b4e5c59f06a8ace6dbb9f511a98f0d7196a,0.10000000189756975,0.49074044404551387,0.0,2,csi-pairs-formal-v2.1-v6,060d8671380acaf43bd0beb2c77ac5c6ec112e4ddc083451ab36a5916b7c9cac,ce0d6de3d77ed6edde2c9eca5f7ce4ab92c262b63ce50b25113c1cffc8a3ca46,False,CANDIDATE_NOT_CLAIM,c63b699ed767134007e47157a733f68e4c31de8be4ca0c30d71ec46a08b85621,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,f03e9b40548b237a49c65fc91de8d79034f2eebff1da0442b6af685a9adf95bd
20270002,response,20000,128,1888836,12708.957573423162,5,10,15,300000,101501308416,TORCH_DISPATCH_COUNTER_PER_ARM,all arms reuse the identical deterministic batch plan; disabled alignment/response supervision skips its forward graph and has zero raw and weighted gradient,1.0,0.0,8.902939096093178,0.0,4.3690322786569595,fixed_final_step_no_target_selection,cuda:0,identical bank/edge/direction/mask/query sequence for all arms at a seed,"independent cluster-bank anchor-edge macro samples for all-directed-edge target, active conditional, and null conditional terms; complete sibling bundles use inverse bundle-size weights",128,128,128,scene/source/position/query across target and conditional estimators,0.5004388689994812,0.17852665483951569,0.11114189773797989,0.1347695142030716,0.0,0.0,0.0,0.0,0.0,0.15797534584999084,0.0764794647693634,0.06931611150503159,0.011784104630351067,0.00039565941551700234,checkpoints/seed_20270002/response.pt,ee74cde61925493820d673154a03833cfa922b867fae93d065d4c1c3379d6efc,0.10000000189756975,0.49074044404551387,0.0,2,csi-pairs-formal-v2.1-v6,060d8671380acaf43bd0beb2c77ac5c6ec112e4ddc083451ab36a5916b7c9cac,ce0d6de3d77ed6edde2c9eca5f7ce4ab92c262b63ce50b25113c1cffc8a3ca46,False,CANDIDATE_NOT_CLAIM,c63b699ed767134007e47157a733f68e4c31de8be4ca0c30d71ec46a08b85621,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,f03e9b40548b237a49c65fc91de8d79034f2eebff1da0442b6af685a9adf95bd
20270002,full,20000,128,1888836,27078.489054132253,13,18,31,620000,893868248576,TORCH_DISPATCH_COUNTER_PER_ARM,all arms reuse the identical deterministic batch plan; disabled alignment/response supervision skips its forward graph and has zero raw and weighted gradient,1.0,0.00788664903824099,0.3930506259202957,0.0007886644089580841,0.19288583099842072,fixed_final_step_no_target_selection,cuda:1,identical bank/edge/direction/mask/query sequence for all arms at a seed,"independent cluster-bank anchor-edge macro samples for all-directed-edge target, active conditional, and null conditional terms; complete sibling bundles use inverse bundle-size weights",128,128,128,scene/source/position/query across target and conditional estimators,1.4411851167678833,0.19952403008937836,0.1300068348646164,0.13903439044952393,0.09998700767755508,0.0999869853258133,0.0999869853258133,0.01223558746278286,2.1272004602224115e-08,0.11865665018558502,0.06933015584945679,0.03689378872513771,0.011774219572544098,0.0006584872025996447,checkpoints/seed_20270002/full.pt,dccd3ac6f11b7c9cc718d9e934748e39a1fee93e9d3ba1d5a298acd6283f2834,0.10000000189756975,0.49074044404551387,0.0,2,csi-pairs-formal-v2.1-v6,060d8671380acaf43bd0beb2c77ac5c6ec112e4ddc083451ab36a5916b7c9cac,ce0d6de3d77ed6edde2c9eca5f7ce4ab92c262b63ce50b25113c1cffc8a3ca46,False,CANDIDATE_NOT_CLAIM,c63b699ed767134007e47157a733f68e4c31de8be4ca0c30d71ec46a08b85621,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,f03e9b40548b237a49c65fc91de8d79034f2eebff1da0442b6af685a9adf95bd
20270003,endpoint,20000,128,1888836,3332.4192861951888,2,2,4,80000,12380733440,TORCH_DISPATCH_COUNTER_PER_ARM,all arms reuse the identical deterministic batch plan; disabled alignment/response supervision skips its forward graph and has zero raw and weighted gradient,1.0,0.0,0.0,0.0,0.0,fixed_final_step_no_target_selection,cuda:0,identical bank/edge/direction/mask/query sequence for all arms at a seed,"independent cluster-bank anchor-edge macro samples for all-directed-edge target, active conditional, and null conditional terms; complete sibling bundles use inverse bundle-size weights",128,128,128,scene/source/position/query across target and conditional estimators,0.23266929388046265,0.23266929388046265,0.13976076245307922,0.18581706285476685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,checkpoints/seed_20270003/endpoint.pt,097261f9b3eeaf58cd05588b8acc863447c915d97246a3a211efe1c46319c89a,0.10000000189756975,0.49074044404551387,0.0,2,csi-pairs-formal-v2.1-v6,060d8671380acaf43bd0beb2c77ac5c6ec112e4ddc083451ab36a5916b7c9cac,ce0d6de3d77ed6edde2c9eca5f7ce4ab92c262b63ce50b25113c1cffc8a3ca46,False,CANDIDATE_NOT_CLAIM,c63b699ed767134007e47157a733f68e4c31de8be4ca0c30d71ec46a08b85621,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,f03e9b40548b237a49c65fc91de8d79034f2eebff1da0442b6af685a9adf95bd
20270003,alignment,20000,128,1888836,18738.259771367535,10,10,20,400000,804747673600,TORCH_DISPATCH_COUNTER_PER_ARM,all arms reuse the identical deterministic batch plan; disabled alignment/response supervision skips its forward graph and has zero raw and weighted gradient,1.0,0.012740433376379201,0.0,0.0012740542099987096,0.0,fixed_final_step_no_target_selection,cuda:1,identical bank/edge/direction/mask/query sequence for all arms at a seed,"independent cluster-bank anchor-edge macro samples for all-directed-edge target, active conditional, and null conditional terms; complete sibling bundles use inverse bundle-size weights",128,128,128,scene/source/position/query across target and conditional estimators,1.2983002662658691,0.2986993193626404,0.1863437294960022,0.22471114993095398,0.099960096180439,0.0999598279595375,0.0999598279595375,0.012076592072844505,2.695041985134594e-07,0.0,0.0,0.0,0.0,0.0,checkpoints/seed_20270003/alignment.pt,0a1030611734df07aa4824e8107ca61cb30ac4cac315275200eba7901291a9f9,0.10000000189756975,0.49074044404551387,0.0,2,csi-pairs-formal-v2.1-v6,060d8671380acaf43bd0beb2c77ac5c6ec112e4ddc083451ab36a5916b7c9cac,ce0d6de3d77ed6edde2c9eca5f7ce4ab92c262b63ce50b25113c1cffc8a3ca46,False,CANDIDATE_NOT_CLAIM,c63b699ed767134007e47157a733f68e4c31de8be4ca0c30d71ec46a08b85621,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,f03e9b40548b237a49c65fc91de8d79034f2eebff1da0442b6af685a9adf95bd
