unit_id,model_name,condition,city_id,bank_id,position_id,localization_error_m,csi_context_sha256,base_map_cluster_id,map_sha256,action_sha256,query_count,artifact_label,dataset_sha256,config_sha256,fixture,scientific_use,source_tree_sha256,requirements_lock_sha256,runtime_provenance_sha256
fixture-bank-12:0:source-a:fixture-bank-12:p0002,SigMap,geometry_destroyed,source-a,fixture-bank-12,source-a:fixture-bank-12:p0002,0.7981411305374471,5dd652dc734f8db8e6394f51a4a5c1af21260da77a616264ca4ff8a5e3617c21,fixture-base-12,5e616494f60bc27ccb5d8573c525ef57b6391e70263af23721f90c0b4a7c4600,668aa1e4b33d38df51f3c5dfb22b1d9eb0dd680eb50ff3d4ee2f3bea8587c66b,1,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
fixture-bank-12:0:source-a:fixture-bank-12:p0002,SigMap,empty,source-a,fixture-bank-12,source-a:fixture-bank-12:p0002,0.7967632146209227,5dd652dc734f8db8e6394f51a4a5c1af21260da77a616264ca4ff8a5e3617c21,fixture-base-12,80422bc3d307b4a25bdafcc84ac7fb01cb55a09810e8b0f37bb12e0edb5c48ca,9e55c822c8873725352f0c67ef4fee4f2aaffcd3ca9f5ff0b09459833c18bb65,1,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
fixture-bank-12:0:source-a:fixture-bank-12:p0003,SigMap,correct,source-a,fixture-bank-12,source-a:fixture-bank-12:p0003,0.8193407167186677,cc28bc7fab0bedc9d49b57edc192b82b6b0a6f4f095d478f7c91c1bc6a180947,fixture-base-12,f5927760d3b1814b4517f2d4ec916c38c996cc08756aa052f486f1e0d64db008,23bc76fd36d1490877c3d533b77daa34101fee5b32e5371bb67f3a556051ad6d,1,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
fixture-bank-12:0:source-a:fixture-bank-12:p0003,SigMap,paired_active_alternative,source-a,fixture-bank-12,source-a:fixture-bank-12:p0003,0.8193002283352475,cc28bc7fab0bedc9d49b57edc192b82b6b0a6f4f095d478f7c91c1bc6a180947,fixture-base-12,43fc05ca825c7ff2e7c00c016f80b1cce1f9303158dc70eba6d35120eb50ac68,eb9f4ff4c31beda2b58c8c1627df055ff5a7fcdfa8fc0adb0a917ab4f12df679,1,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
fixture-bank-12:0:source-a:fixture-bank-12:p0003,SigMap,paired_null_alternative,source-a,fixture-bank-12,source-a:fixture-bank-12:p0003,0.8195642111393675,cc28bc7fab0bedc9d49b57edc192b82b6b0a6f4f095d478f7c91c1bc6a180947,fixture-base-12,8d2c6d3ad657216758cb61a91554f699ef6b692f87e6208b2f34dfa43603b79c,5a17d5ed3fd5860ae6c61ec5b77e9584a2af339a2c7b195465a9e19651e3613a,1,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
fixture-bank-12:0:source-a:fixture-bank-12:p0003,SigMap,wrong_city,source-a,fixture-bank-12,source-a:fixture-bank-12:p0003,0.8196173338316992,cc28bc7fab0bedc9d49b57edc192b82b6b0a6f4f095d478f7c91c1bc6a180947,fixture-base-12,d5562de0e2a83eb75a5283cc308d5029c8fdf9ff8641aa0a418d47978400e998,cd6fbc5fb7763b3b83939b07a307c9a94efa49be29a928c55fe2712340b36782,1,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
fixture-bank-12:0:source-a:fixture-bank-12:p0003,SigMap,geometry_destroyed,source-a,fixture-bank-12,source-a:fixture-bank-12:p0003,0.8191395336489247,cc28bc7fab0bedc9d49b57edc192b82b6b0a6f4f095d478f7c91c1bc6a180947,fixture-base-12,89159c17855e0c676857dd0d370f9481b2991c7effc458bdc75a9605658e3aa9,668aa1e4b33d38df51f3c5dfb22b1d9eb0dd680eb50ff3d4ee2f3bea8587c66b,1,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
fixture-bank-12:0:source-a:fixture-bank-12:p0003,SigMap,empty,source-a,fixture-bank-12,source-a:fixture-bank-12:p0003,0.8188604511053716,cc28bc7fab0bedc9d49b57edc192b82b6b0a6f4f095d478f7c91c1bc6a180947,fixture-base-12,80422bc3d307b4a25bdafcc84ac7fb01cb55a09810e8b0f37bb12e0edb5c48ca,9e55c822c8873725352f0c67ef4fee4f2aaffcd3ca9f5ff0b09459833c18bb65,1,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
fixture-bank-12:0:source-a:fixture-bank-12:p0006,SigMap,correct,source-a,fixture-bank-12,source-a:fixture-bank-12:p0006,1.7820077650544583,7968d0049500e01ba8a6b8ffedbb5e89fba78a0833d3882579245fa3075823a3,fixture-base-12,f5927760d3b1814b4517f2d4ec916c38c996cc08756aa052f486f1e0d64db008,23bc76fd36d1490877c3d533b77daa34101fee5b32e5371bb67f3a556051ad6d,1,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
fixture-bank-12:0:source-a:fixture-bank-12:p0006,SigMap,paired_active_alternative,source-a,fixture-bank-12,source-a:fixture-bank-12:p0006,1.7836653823390054,7968d0049500e01ba8a6b8ffedbb5e89fba78a0833d3882579245fa3075823a3,fixture-base-12,43fc05ca825c7ff2e7c00c016f80b1cce1f9303158dc70eba6d35120eb50ac68,eb9f4ff4c31beda2b58c8c1627df055ff5a7fcdfa8fc0adb0a917ab4f12df679,1,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
fixture-bank-12:0:source-a:fixture-bank-12:p0006,SigMap,paired_null_alternative,source-a,fixture-bank-12,source-a:fixture-bank-12:p0006,1.782626411669985,7968d0049500e01ba8a6b8ffedbb5e89fba78a0833d3882579245fa3075823a3,fixture-base-12,8d2c6d3ad657216758cb61a91554f699ef6b692f87e6208b2f34dfa43603b79c,5a17d5ed3fd5860ae6c61ec5b77e9584a2af339a2c7b195465a9e19651e3613a,1,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
fixture-bank-12:0:source-a:fixture-bank-12:p0006,SigMap,wrong_city,source-a,fixture-bank-12,source-a:fixture-bank-12:p0006,1.7831112321920846,7968d0049500e01ba8a6b8ffedbb5e89fba78a0833d3882579245fa3075823a3,fixture-base-12,d5562de0e2a83eb75a5283cc308d5029c8fdf9ff8641aa0a418d47978400e998,cd6fbc5fb7763b3b83939b07a307c9a94efa49be29a928c55fe2712340b36782,1,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
fixture-bank-12:0:source-a:fixture-bank-12:p0006,SigMap,geometry_destroyed,source-a,fixture-bank-12,source-a:fixture-bank-12:p0006,1.7823354147794737,7968d0049500e01ba8a6b8ffedbb5e89fba78a0833d3882579245fa3075823a3,fixture-base-12,0f580a1ca54e6e17213d4207a606979785e7b34f20b37975f6c4955ca9c5592f,668aa1e4b33d38df51f3c5dfb22b1d9eb0dd680eb50ff3d4ee2f3bea8587c66b,1,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
fixture-bank-12:0:source-a:fixture-bank-12:p0006,SigMap,empty,source-a,fixture-bank-12,source-a:fixture-bank-12:p0006,1.7809595034548051,7968d0049500e01ba8a6b8ffedbb5e89fba78a0833d3882579245fa3075823a3,fixture-base-12,80422bc3d307b4a25bdafcc84ac7fb01cb55a09810e8b0f37bb12e0edb5c48ca,9e55c822c8873725352f0c67ef4fee4f2aaffcd3ca9f5ff0b09459833c18bb65,1,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
